Symbol,Name,Exchange,Sector,Market Cap
OXM,Oxford Industries,NYSE,Consumer Staples,1796280000
HROW,Harrow Health Inc,NASDAQ,Medical,301830000
INO,Inovio Pharma,NASDAQ,Medical,508958000
JBSS,John B Sanfilippo,NASDAQ,Consumer Staples,976222000
EPC,Edgewell Personal Care,NYSE,Consumer Staples,2222852000
OZK,Bank Ozk,NASDAQ,Finance,5789241000
URBN,Urban Outfitters Inc,NASDAQ,Retail-Wholesale,2667516000
VVNT,Vivint Smart Home Inc,NYSE,Retail-Wholesale,1980185000
SDGR,Schrodinger Inc,NASDAQ,Medical,1282266000
FRC,First Republic Bank,NYSE,Finance,22924756000
ALEC,Alector Inc,NASDAQ,Medical,702140000
BRKR,Bruker Corp,NASDAQ,Computers and Technology,9914865000
NVT,Nvent Electric Plc,NYSE,Computers and Technology,6665146000
MMC,Marsh & Mclennan Companies,NYSE,Finance,85898840000
ABEV,Ambev S.A. ADR,NYSE,Consumer Staples,47998324000
FIGS,Figs Inc Cl A,NYSE,Retail-Wholesale,1299490000
KODK,Eastman Kodak,NYSE,Computers and Technology,334601000
NNN,National Retail Properties,NYSE,Finance,8286062000
FIZZ,Natl Beverage Cp,NASDAQ,Consumer Staples,4809707000
ROIV,Roivant Sciences Ltd,NASDAQ,Medical,3771430000
BOX,Box Inc,NYSE,Computers and Technology,3906685000
NEE,Nextera Energy,NYSE,Utilities,1.68313E+11
SLB,Schlumberger N.V.,NYSE,Oils-Energy,73097592000
G,Genpact Ltd,NYSE,Business Services,8450026000
VCEL,Vericel Corproation,NASDAQ,Medical,1078101000
DVAX,Dynavax Technologies,NASDAQ,Medical,1583330000
AMPS,Altus Power Inc,NYSE,Oils-Energy,1114871000
STEP,Stepstone Group Inc Cl A,NASDAQ,Finance,3261164000
ZLAB,Zai Lab Ltd ADR,NASDAQ,Medical,3775371000
PR,Permian Resources Corp,NYSE,Oils-Energy,5667258000
CBZ,Cbiz Inc,NYSE,Business Services,2523859000
GTLB,Gitlab Inc Cl A,NASDAQ,Computers and Technology,5885040000
AVDL,Avadel Pharmaceuticals Plc ADR,NASDAQ,Medical,566513000
SENEA,Seneca Foods Cp A,NASDAQ,Consumer Staples,487635000
MODV,Modivcare Inc,NASDAQ,Medical,1088625000
NEWR,New Relic Inc,NYSE,Computers and Technology,3845379000
ENR,Energizer Holdings Inc,NYSE,Consumer Staples,2430344000
MOND,Mondee Holdings Cl A,NASDAQ,Business Services,626008000
MGIC,Magic Software Entpr,NASDAQ,Computers and Technology,848963000
EVTL,Vertical Aerospace Ltd,NYSE,Aerospace,780633000
EPR,Entertainment Properties Trust,NYSE,Finance,3121624000
BRP,Brp Group Inc Cl A,NASDAQ,Finance,3485511000
DH,Definitive Healthcare Corp Cl A,NASDAQ,Medical,1194760000
QCRH,Qcr Holdings Inc,NASDAQ,Finance,888267000
PH,Parker-Hannifin Corp,NYSE,Industrial Products,38385692000
NATI,Natl Instruments Cor,NASDAQ,Computers and Technology,5355941000
JAZZ,Jazz Pharma Plc,NASDAQ,Medical,9879993000
ARQT,Arcutis Biotherapeutics Inc,NASDAQ,Medical,1049790000
SSB,Southstate Corp,NASDAQ,Finance,6649893000
CABO,Cable One Inc,NYSE,Consumer Discretionary,4207691000
EZPW,Ezcorp Inc,NASDAQ,Finance,564216000
BRZE,Braze Inc Cl A,NASDAQ,Business Services,2442425000
MTSI,Macom Technology S,NASDAQ,Computers and Technology,4854185000
PINS,Pinterest Inc,NYSE,Computers and Technology,17240632000
EIG,Employers Holdings Inc,NYSE,Finance,1263845000
EBR.B,Centrais Eletricas Brasileiras ADR,NYSE,Utilities,14810709000
MANH,Manhattan Assoc,NASDAQ,Computers and Technology,7858278000
SPWH,Sportsman's Wareh,NASDAQ,Retail-Wholesale,381684000
ABMD,Abiomed Inc,NASDAQ,Medical,17034924000
MYGN,Myriad Genetics Inc,NASDAQ,Medical,1641749000
RMAX,Re/Max Holdings Inc,NYSE,Finance,379496000
DCO,Ducommun Inc,NYSE,Aerospace,608852000
CNO,Cno Financial Group,NYSE,Finance,2686182000
CLH,Clean Harbors,NYSE,Business Services,6488880000
AKYA,Akoya Biosciences Inc,NASDAQ,Medical,492669000
CB,Chubb Ltd,NYSE,Finance,91140832000
NXST,Nexstar Media Group Inc,NASDAQ,Consumer Discretionary,7147928000
RUTH,Ruth's Hospitality,NASDAQ,Retail-Wholesale,581367000
CIEN,Ciena Corp,NYSE,Computers and Technology,6660463000
DORM,Dorman Products Inc,NASDAQ,Auto-Tires-Trucks,2816399000
NOC,Northrop Grumman Corp,NYSE,Aerospace,82079728000
KE,Kimball Electrnc,NASDAQ,Computers and Technology,570554000
REPL,Replimune Group Inc,NASDAQ,Medical,1018157000
IRMD,Iradimed Cp,NASDAQ,Medical,371451000
MPC,Marathon Petroleum Corp,NYSE,Oils-Energy,57087596000
MCS,Marcus Corp,NYSE,Consumer Discretionary,511690000
CFLT,Confluent Inc Cl A,NASDAQ,Business Services,6595839000
ETD,Ethan Allen Interiors Inc,NYSE,Retail-Wholesale,721122000
CMPX,Compass Therapeutics Inc,NASDAQ,Medical,518645000
MUR,Murphy Oil Corp,NYSE,Oils-Energy,7337476000
PRAA,Pra Group Inc,NASDAQ,Finance,1340029000
FLNC,Fluence Energy Inc Cl A,NASDAQ,Oils-Energy,2970302000
YORW,York Water Company,NASDAQ,Utilities,652270000
GSBC,Great Southern Bncp,NASDAQ,Finance,765270000
MBWM,Mercantile Bank Corp,NASDAQ,Finance,552296000
VEEV,Veeva Systems Inc,NYSE,Computers and Technology,29559292000
STKL,Sunopta Inc,NASDAQ,Consumer Staples,1021469000
MD,Pediatrix Medical Group Inc,NYSE,Medical,1327459000
BEP,Brookfield Renewable,NYSE,Utilities,7787870000
ACNB,Acnb Corp,NASDAQ,Finance,334458000
INTU,Intuit Inc,NASDAQ,Computers and Technology,1.14887E+11
PAYO,Payoneer Global Inc,NASDAQ,Business Services,1891048000
TRC,Tejon Ranch Company,NYSE,Finance,519400000
EDU,New Oriental Education & Technology Group ADR,NYSE,Consumer Discretionary,4884018000
IPSC,Century Therapeutics Inc,NASDAQ,Medical,619227000
CHX,Championx Corp,NASDAQ,Industrial Products,6148263000
VLD,Velo3D Inc,NYSE,Industrial Products,378431000
CF,Cf Industries Holdings,NYSE,Basic Materials,21225688000
PTGX,Protagonist Therapeutics Inc,NASDAQ,Medical,389156000
RDN,Radian Group Inc,NYSE,Finance,3072979000
ECPG,Encore Capital Group,NASDAQ,Finance,1178654000
AGL,Agilon Health Inc,NYSE,Medical,7232174000
O,Realty Income Corp,NYSE,Finance,39554604000
GVA,Granite Construction Inc,NYSE,Construction,1575154000
INGN,Inogen Inc,NASDAQ,Medical,511597000
BNGO,Bionano Genomics Inc,NASDAQ,Medical,596817000
KIDS,Orthopediatrics Corp,NASDAQ,Medical,1007019000
GGG,Graco Inc,NYSE,Industrial Products,11791975000
CRSP,Crispr Therapeutics Ag,NASDAQ,Medical,4289728000
HES,Hess Corp,NYSE,Oils-Energy,44368604000
UBER,Uber Technologies Inc,NYSE,Computers and Technology,58117020000
CEIX,Consol Energy Inc,NYSE,Oils-Energy,2700758000
CSL,Carlisle Companies Inc,NYSE,Conglomerates,13606992000
HCCI,Heritage-Crystal,NASDAQ,Industrial Products,763803000
GLUE,Monte Rosa Therapeutics Inc,NASDAQ,Medical,410423000
SNOW,Snowflake Inc Cl A,NYSE,Computers and Technology,45728000000
LAW,CS Disco Inc,NYSE,Computers and Technology,461677000
COLD,Americold Realty Trust,NYSE,Finance,8041560000
RIVN,Rivian Automotive Inc Cl A,NASDAQ,Auto-Tires-Trucks,29507430000
KRYS,Krystal Biotech Inc,NASDAQ,Medical,2001649000
STEM,Stem Inc,NYSE,Computers and Technology,2019171000
SILC,Silicom Ltd,NASDAQ,Computers and Technology,303809000
XPEL,Xpel Technologies,NASDAQ,Auto-Tires-Trucks,1893076000
TMCI,Treace Medical Concepts Inc,NASDAQ,Medical,1284871000
CATY,Cathay Genl Bncp,NASDAQ,Finance,3458019000
AMOT,Allied Motion Tech,NASDAQ,Computers and Technology,563142000
ACLS,Axcelis Tech Inc,NASDAQ,Computers and Technology,2623321000
TPX,Tempur-Pedic International Inc,NYSE,Retail-Wholesale,5432161000
DGX,Quest Diagnostics Inc,NYSE,Medical,17291464000
PEPG,Pepgen Inc,NASDAQ,Medical,353535000
AEIS,Advanced Energy,NASDAQ,Computers and Technology,3463160000
NSA,National Storage Affiliates Tru,NYSE,Finance,3617335000
MSCI,MSCI Inc,NYSE,Computers and Technology,40605072000
KDNY,Chinook Therapeutics Inc,NASDAQ,Medical,1448264000
GKOS,Glaukos Corp,NYSE,Medical,2221528000
AQUA,Evoqua Water Technologies Corp,NYSE,Business Services,5297604000
ODFL,Old Dominion Freight Line Inc,NASDAQ,Transportation,33432958000
SIRI,Sirius XM Holdings,NASDAQ,Consumer Discretionary,25243096000
FINV,Finvolution Group ADR,NYSE,Finance,1339160000
CRBU,Caribou Biosciences Inc,NASDAQ,Medical,567929000
MTG,Mgic Investment Corp,NYSE,Finance,4078167000
ITW,Illinois Tool Works Inc,NYSE,Industrial Products,69875600000
IBRX,Immunitybio Inc,NASDAQ,Medical,2205675000
ADSK,Autodesk Inc,NASDAQ,Computers and Technology,43592724000
FISV,Fiserv Inc,NASDAQ,Business Services,66271524000
SLN,Silence Therapeutics Plc ADR,NASDAQ,Medical,562724000
WM,Waste Management,NYSE,Business Services,68845200000
EL,Estee Lauder Companies,NYSE,Consumer Staples,84132704000
DFIN,Donnelly Financial Solutions Inc,NYSE,Computers and Technology,1134557000
DCOM,Dime Community Bancshares Inc,NASDAQ,Finance,1375935000
CQP,Cheniere Energy Partners LP,NYSE Arca,Oils-Energy,30048708000
SEM,Select Medical Holdings Corp,NYSE,Medical,3121267000
EGP,Eastgroup Properties,NYSE,Finance,6764428000
PRGS,Progress Software,NASDAQ,Computers and Technology,2292654000
AME,Ametek Inc,NYSE,Computers and Technology,32707322000
WYNN,Wynn Resorts Ltd,NASDAQ,Consumer Discretionary,9479850000
CTS,Cts Corp,NYSE,Computers and Technology,1354900000
PB,Prosperity Bancshares,NYSE,Finance,6900221000
ROK,Rockwell Automation Inc,NYSE,Computers and Technology,30344082000
HAFC,Hanmi Financial Cp,NASDAQ,Finance,824646000
WYNN,Wynn Resorts Ltd,NASDAQ,Consumer Discretionary,9479850000
AME,Ametek Inc,NYSE,Computers and Technology,32707322000
CTS,Cts Corp,NYSE,Computers and Technology,1354900000
ROK,Rockwell Automation Inc,NYSE,Computers and Technology,30344082000
ALRM,Alarm.com,NASDAQ,Industrial Products,2490559000
GLOP,Gaslog Partners LP,NYSE,Transportation,420792000
WBS,Webster Financial Corp,NYSE,Finance,9455649000
TPIC,Tpi Composites Inc,NASDAQ,Industrial Products,506768000
AFRM,Affirm Holdings Inc Cl A,NASDAQ,Business Services,4038888000
NVO,Novo Nordisk A/S ADR,NYSE,Medical,2.81966E+11
BPMC,Blueprint Medicines Corp,NASDAQ,Medical,2859324000
SKT,Tanger Factory Outlet Centers,NYSE,Finance,2029549000
PAGP,Plains Gp Holdings LP,NASDAQ,Oils-Energy,2570404000
VIR,Vir Biotechnology Inc,NASDAQ,Medical,3756534000
PNM,PNM Resources Inc,NYSE,Utilities,4205915000
VRNA,Verona Pharma Plc ADR,NASDAQ,Medical,938707000
MGEE,Mge Energy Inc,NASDAQ,Utilities,2604097000
XENE,Xenon Pharmaceuticals Inc,NASDAQ,Medical,2306623000
SCHW,The Charles Schwab Corp,NYSE,Finance,1.4988E+11
PFSI,Pennymac Financial Services IN,NYSE,Finance,2987833000
MEG,Montrose Environmental Group Inc,NYSE,Business Services,1371506000
SWIR,Sierra Wireless IN,NASDAQ,Computers and Technology,1145776000
EVH,Evolent Health Inc Cl A Com,NYSE,Computers and Technology,2913289000
SPWR,Sunpower Corp,NASDAQ,Oils-Energy,4223938000
AROW,Arrow Financial Corp,NASDAQ,Finance,581325000
ATRI,Atrion Corp,NASDAQ,Medical,1072069000
EQNR,Equinor ASA ADR,NYSE,Oils-Energy,1.24916E+11
RKT,Rocket Companies Inc Cl A,NYSE,Business Services,16356461000
COP,Conocophillips,NYSE,Oils-Energy,1.53902E+11
IMKTA,Ingles Markets Inc,NASDAQ,Retail-Wholesale,1920292000
AAP,Advance Auto Parts Inc,NYSE,Retail-Wholesale,9077217000
LI,Li Auto Inc ADR,NASDAQ,Auto-Tires-Trucks,22930358000
HIG,Hartford Financial Services Group,NYSE,Finance,24293222000
YUMC,Yum China Holdings Inc,NYSE,Retail-Wholesale,23063696000
LAC,Lithium Americas Corp,NYSE,Basic Materials,3371700000
AMGN,Amgen Inc,NASDAQ,Medical,1.52817E+11
PLM,Polymet Mining,NYSE Arca,Basic Materials,304413000
PSA,Public Storage,NYSE,Finance,52333096000
CDRE,Cadre Holdings Inc,NYSE,Industrial Products,968392000
LYEL,Lyell Immunopharma Inc,NASDAQ,Medical,1049663000
CVCO,Cavco Inds Inc,NASDAQ,Construction,2045840000
KRG,Kite Realty Group Trust,NYSE,Finance,4995457000
SPNT,Siriuspoint Ltd,NYSE,Finance,1057342000
RE,Everest Re Group,NYSE,Finance,13235420000
MODG,Topgolf Callaway Brands Corp,NYSE,Consumer Discretionary,3872566000
VLN,Valens Semiconductor Ltd,NYSE,Computers and Technology,451393000
HONE,Harborone Bancorp Inc,NASDAQ,Finance,719620000
BAP,Credicorp Ltd,NYSE,Finance,12212291000
CHGG,Chegg Inc,NYSE,Computers and Technology,3744234000
IPAX,Inflection Point Acquisition Corp,NASDAQ,Industrial Products,410129000
AAWW,Atlas Air Ww,NASDAQ,Transportation,2858240000
ENFN,Enfusion Inc Cl A,NYSE,Computers and Technology,1089225000
VMC,Vulcan Materials Company,NYSE,Construction,24365838000
CHCT,Community Healthcare Trust Inc,NYSE,Finance,892042000
EPAM,Epam Systems Inc,NYSE,Computers and Technology,21198140000
NTRA,Natera Inc,NASDAQ,Medical,4013435000
KURA,Kura Oncology,NASDAQ,Medical,1054966000
ULTA,Ulta Beauty Inc,NASDAQ,Retail-Wholesale,23810036000
LOMA,Loma Negra Comp Indu Argentina Sociedad ADR,NYSE,Construction,783265000
CLOV,Clover Health Investments Corp,NASDAQ,Medical,626107000
HWM,Howmet Aerospace Inc,NYSE,Industrial Products,15584530000
IGIC,International General Insurance Hldg Inc,NASDAQ,Finance,377191000
WFC,Wells Fargo & Company,NYSE,Finance,1.82713E+11
YUM,Yum! Brands,NYSE,Retail-Wholesale,36241976000
EVC,Entravision Communications Corp,NYSE,Consumer Discretionary,472300000
NEP,Nextera Energy Partners LP,NYSE,Oils-Energy,6965203000
ARRY,Array Technologies Inc,NASDAQ,Oils-Energy,3151282000
COLM,Columbia Sprtswr,NASDAQ,Consumer Staples,5564793000
SANA,Sana Biotechnology Inc,NASDAQ,Medical,951723000
PRA,Pro-Assurance Corp,NYSE,Finance,1078740000
ITT,ITT Inc,NYSE,Conglomerates,6989803000
EMBC,Embecta Corp,NASDAQ,Medical,1903961000
STOR,Store Capital Corp,NYSE,Finance,9017684000
VNDA,Vanda Pharmaceuticals,NASDAQ,Medical,617397000
MBIN,Merchants Bancorp,NASDAQ,Finance,1103185000
CYTK,Cytokinetics,NASDAQ,Medical,4021817000
HCKT,Hackett Grp Inc,NASDAQ,Business Services,732339000
PIPR,Piper Jaffray Companies,NYSE,Finance,2561889000
BUR,Burford Capital Ltd,NYSE,Finance,2017451000
ESTC,Elastic N.V.,NYSE,Business Services,5817945000
ROAD,Construction Partners Inc Cl A,NASDAQ,Construction,1502787000
MSEX,Middlesex Water Company,NASDAQ,Utilities,1648364000
BJRI,Bj's Restaurants Inc,NASDAQ,Retail-Wholesale,750415000
ENVX,Enovix Corp,NASDAQ,Oils-Energy,2050207000
PBH,Prestige Brand Holdings,NYSE,Consumer Discretionary,3043868000
HOPE,Hope Bancorp Inc,NASDAQ,Finance,1627345000
DDD,3D Systems Corp,NYSE,Computers and Technology,1329983000
BYND,Beyond Meat Inc,NASDAQ,Consumer Staples,929996000
LGIH,LGI Homes Inc,NASDAQ,Finance,2313629000
EFX,Equifax Inc,NYSE,Business Services,24166576000
LEGN,Legend Biotech Corp ADR,NASDAQ,Medical,8452378000
ADAP,Adaptimmune Ther ADR,NASDAQ,Medical,355509000
MRUS,Merus N.V. CS,NASDAQ,Medical,710751000
NEO,Neogenomics Inc,NASDAQ,Medical,1415857000
NTLA,Intellia Thera CS,NASDAQ,Medical,4049078000
MGRC,Mcgrath Rentcorp,NASDAQ,Finance,2392361000
FUL,H. B. Fuller Company,NYSE,Basic Materials,4281566000
CLX,Clorox Company,NYSE,Consumer Staples,18341180000
ULCC,Frontier Group Holdings Inc,NASDAQ,Transportation,2839643000
R,Ryder System,NYSE,Transportation,4697965000
AXL,American Axle & Manufacturing,NYSE,Auto-Tires-Trucks,1192507000
BGNE,Beigene Ltd ADR,NASDAQ,Medical,19892568000
NETI,Eneti Inc,NYSE,Transportation,364028000
SRRK,Scholar Rock Holding Corp,NASDAQ,Medical,401421000
HTGC,Hercules Technology Growth Capital,NYSE,Finance,1842910000
BMY,Bristol-Myers Squibb Company,NYSE,Medical,1.70688E+11
LKFN,Lakeland Finl Corp,NASDAQ,Finance,2001636000
AGI,Alamos Gold Inc,NYSE,Basic Materials,3808773000
WRB,W.R. Berkley Corp,NYSE,Finance,20250510000
NTCT,Netscout Systems,NASDAQ,Computers and Technology,2693331000
MASI,Masimo Corp,NASDAQ,Medical,7618770000
HEES,H&E Equip Services,NASDAQ,Industrial Products,1522479000
CCSI,Consensus Cloud Solutions,NASDAQ,Computers and Technology,1126032000
PWP,Perella Weinberg Partners,NASDAQ,Finance,835471000
ACRS,Aclaris Therapts,NASDAQ,Medical,1014915000
CP,Canadian Pacific Railway,NYSE,Transportation,76186872000
BGS,B&G Foods Holdings,NYSE,Consumer Staples,951751000
MHUA,Meihua International Medical Technologies Co. L,NASDAQ,Medical,316948000
TTEK,Tetra Tech Inc,NASDAQ,Industrial Products,8190331000
HLVX,Hillevax Inc,NASDAQ,Medical,666900000
AVNW,Aviat Networks Inc,NASDAQ,Computers and Technology,356127000
STLD,Steel Dynamics Inc,NASDAQ,Basic Materials,18247092000
CVX,Chevron Corp,NYSE,Oils-Energy,3.54455E+11
IMGO,Imago Biosciences Inc,NASDAQ,Medical,1207107000
UDMY,Udemy Inc,NASDAQ,Computers and Technology,2005359000
NOVT,Novanta Inc,NASDAQ,Computers and Technology,5630096000
LOW,Lowe's Companies,NYSE,Retail-Wholesale,1.3193E+11
INCY,Incyte Corp,NASDAQ,Medical,17724584000
IQV,Iqvia Holdings Inc,NYSE,Business Services,40495036000
GRWG,Growgeneration Corp,NASDAQ,Basic Materials,413708000
FANG,Diamondback Energy,NASDAQ,Oils-Energy,26051372000
CR,Crane Holdings CO,NYSE,Industrial Products,5947896000
SCI,Service Corp International,NYSE,Consumer Staples,10989438000
LEN,Lennar Corp,NYSE,Construction,25573198000
TAP,Molson Coors Brewing Company,NYSE,Consumer Staples,11931811000
PBR.A,Petroleo Brasileiro Sa Petrobr ADR,NYSE,Oils-Energy,66851536000
NOV,Nov Inc,NYSE,Business Services,8822400000
LWLG,Lightwave Logic Inc,NASDAQ,Basic Materials,892736000
ADM,Archer Daniels Midland,NYSE,Consumer Staples,53560064000
GDDY,Godaddy Inc,NYSE,Computers and Technology,12295061000
RETA,Reata Pharma,NASDAQ,Medical,1450370000
FDP,Fresh Del Monte Produce,NYSE,Consumer Staples,1324405000
FLR,Fluor Corp,NYSE,Industrial Products,4775578000
DASH,Doordash Inc Cl A,NYSE,Computers and Technology,22613640000
TOWN,Towne Bank,NASDAQ,Finance,2349696000
PTSI,P A M Transport Sv,NASDAQ,Transportation,621902000
SI,Silvergate Capital Corp Cl A,NYSE,Finance,868406000
ISRG,Intuitive Surg Inc,NASDAQ,Medical,95551776000
PWR,Quanta Services,NYSE,Industrial Products,21418002000
IDA,Idacorp Inc,NYSE,Utilities,5588618000
SRE,Sempra,NYSE,Utilities,52239004000
SBS,Cia DE Saneamento Basico Do Estado ADR,NYSE,Utilities,7894541000
PFC,Premier Financial Corp,NASDAQ,Finance,1037816000
ARCC,Ares Capital Corp,NASDAQ,Finance,9987289000
WSO,Watsco Inc,NYSE,Construction,10419210000
DENN,Dennys Corp,NASDAQ,Retail-Wholesale,717702000
PYCR,Paycor Hcm Inc,NASDAQ,Computers and Technology,5085756000
TEVA,Teva Pharmaceutical Industries Ltd ADR,NYSE,Medical,9739655000
HCM,Hutchmed China Ltd ADR,NASDAQ,Medical,2097944000
BFST,Business First Bancshares Inc,NASDAQ,Finance,590469000
NGMS,Neogames S.A.,NASDAQ,Consumer Discretionary,303820000
BP,BP Plc ADR,NYSE,Oils-Energy,1.11285E+11
EVOP,Evo Payments Inc Cl A,NASDAQ,Business Services,1744121000
GLOB,Globant S.A.,NYSE,Computers and Technology,7849535000
AMC,Amc Entertainment Holdings Inc,NYSE,Consumer Discretionary,3736616000
SYY,Sysco Corp,NYSE,Consumer Staples,43840500000
ACEL,Accel Entertainment Inc,NYSE,Consumer Discretionary,747843000
PLTR,Palantir Technologies Inc Cl A,NYSE,Business Services,15601049000
PRGO,Perrigo Company,NYSE,Medical,4339447000
PSTG,Pure Storage Inc,NYSE,Computers and Technology,8725416000
WOR,Worthington Industries,NYSE,Basic Materials,2820602000
CHD,Church & Dwight Company,NYSE,Consumer Staples,19965474000
SVC,Service Properties Trust,NASDAQ,Finance,1298806000
VICI,Vici Properties Inc,NYSE,Finance,32937952000
VET,Vermilion Energy Inc,NYSE,Oils-Energy,3221826000
MVIS,Microvision,NASDAQ,Computers and Technology,503086000
LPG,Dorian Lpg Ltd,NYSE,Transportation,785634000
CHPT,Chargepoint Hldgs Inc,NYSE,Auto-Tires-Trucks,4221161000
SRNE,Sorrento Therpt,NASDAQ,Medical,613444000
DHI,D.R. Horton,NYSE,Construction,29613328000
BLUE,Bluebird Bio,NASDAQ,Medical,645869000
CIGI,Colliers Intl Grp IN,NASDAQ,Finance,3937988000
CGEM,Cullinan Management Inc,NASDAQ,Medical,566957000
VRDN,Viridian Therapeutics Inc,NASDAQ,Medical,719285000
LSXMA,Liberty Srs XM CS A,NASDAQ,Computers and Technology,14305565000
BBVA,Banco Bilbao Viscaya Argentaria S.A. ADR,NYSE,Finance,37425876000
CRWD,Crowdstrike Holdings Inc,NASDAQ,Computers and Technology,27457276000
MDRX,Allscripts Hlthcare,NASDAQ,Medical,2069385000
TAK,Takeda Pharmaceutical Co. Ltd ADR,NYSE,Medical,45673636000
CWEN,Clearway Energy Inc Cl C,NYSE,Oils-Energy,7154627000
UL,Unilever Plc ADR,NYSE,Consumer Staples,1.28198E+11
HIBB,Hibbett Inc,NASDAQ,Retail-Wholesale,853715000
GRBK,Green Brick Partners,NYSE,Finance,1113199000
CLAR,Clarus Corp,NASDAQ,Consumer Discretionary,310960000
ENLC,Enlink Midstream Llc,NYSE,Oils-Energy,6090445000
CADE,Cadence Bank,NYSE,Finance,3132456000
LGND,Ligand Pharm,NASDAQ,Medical,1231572000
PLOW,Douglas Dynamics,NYSE,Auto-Tires-Trucks,890762000
SMFG,Sumitomo Mitsui Financial Group Inc ADR,NYSE,Finance,46739500000
BMRC,Bank of Marin Bancrp,NASDAQ,Finance,575280000
FLGT,Fulgent Genetics Inc,NASDAQ,Medical,1067716000
AMED,Amedisys Inc,NASDAQ,Medical,2959696000
AVO,Mission Produce Inc,NASDAQ,Consumer Staples,1122851000
EVER,Everquote Inc Cl A,NASDAQ,Finance,347274000
RPTX,Repare Therapeutics Inc,NASDAQ,Medical,672651000
PLPC,Preformed Line Prd,NASDAQ,Computers and Technology,464133000
CANO,Cano Health Inc,NYSE,Medical,939520000
HUBG,Hub Group Inc A,NASDAQ,Transportation,2796220000
XPO,Xpo Logistics Inc,NYSE,Transportation,4447595000
GMED,Globus Medical Inc,NYSE,Medical,7377400000
KNX,Knight-Swift Transporation Inc,NYSE,Transportation,8907378000
INT,World Fuel Services Corp,NYSE,Oils-Energy,1761595000
FNLC,First Bancorp Inc,NASDAQ,Finance,347160000
FF,Futurefuel Corp,NYSE,Oils-Energy,386865000
MCHP,Microchip Technology,NASDAQ,Computers and Technology,43555208000
USLM,U S Lime & Mineral,NASDAQ,Construction,788503000
FBC,Flagstar Bancorp,NYSE,Finance,2002271000
KFY,Korn/Ferry International,NYSE,Business Services,3044261000
CDW,CDW Corp,NASDAQ,Computers and Technology,25540160000
MNSO,Miniso Group Holding Ltd ADR,NYSE,Retail-Wholesale,3741266000
TXT,Textron Inc,NYSE,Aerospace,14902074000
BLFY,Blue Foundry Bancorp,NASDAQ,Finance,364418000
SFBS,Servisfirst Bancs,NYSE,Finance,4118846000
FCN,Fti Consulting,NYSE,Business Services,5948983000
BC,Brunswick Corp,NYSE,Consumer Discretionary,5380020000
ESQ,Esquire Financial Holdings Inc,NASDAQ,Finance,365414000
UTMD,Utah Medical Prod,NASDAQ,Medical,323073000
LEN.B,Lennar Corp Cl B,NYSE,Construction,21141636000
EPRT,Essential Properties Realty Trust Inc,NYSE,Finance,3304570000
ETRN,Equitrans Midstream Corp,NYSE,Oils-Energy,3644851000
BHE,Benchmark Electronics,NYSE,Computers and Technology,1015531000
PSTX,Poseida Therapeutics Inc,NASDAQ,Medical,391927000
ACT,Enact Holdings Inc,NASDAQ,Finance,4038506000
SAVE,Spirit Airlines Inc,NYSE,Transportation,2363286000
ARVN,Arvinas Inc,NASDAQ,Medical,2184477000
CPRI,Capri Holdings Ltd,NYSE,Retail-Wholesale,7386278000
CRS,Carpenter Technology Corp,NYSE,Basic Materials,1989151000
CPAC,Cementos Pacasmayo S.A.A ADR,NYSE,Construction,450150000
FROG,Jfrog Ltd,NASDAQ,Computers and Technology,2140522000
DLTR,Dollar Tree Inc,NASDAQ,Retail-Wholesale,33655488000
IEP,Icahn Enterprises,NASDAQ,Conglomerates,17271918000
OII,Oceaneering International,NYSE,Oils-Energy,1522949000
ELV,Elevance Health Inc,NYSE,Medical,1.27901E+11
SAIA,Saia Inc,NASDAQ,Transportation,6445876000
PARR,Par Petroleum Corp,NYSE,Oils-Energy,1413251000
PEN,Penumbra Inc,NYSE,Medical,7956980000
CLBK,Columbia Financial Inc,NASDAQ,Finance,2419416000
DQ,Daqo New Energy ADR,NYSE,Basic Materials,4240194000
NJR,Newjersey Resources Corp,NYSE,Utilities,4795204000
BE,Bloom Energy Corp Cl A,NYSE,Oils-Energy,4155361000
VEL,Velocity Financial Inc,NYSE,Finance,329671000
ITRN,Ituran Location,NASDAQ,Industrial Products,548494000
FNKO,Funko Inc Cl A,NASDAQ,Consumer Discretionary,479532000
LEG,Leggett & Platt Inc,NYSE,Consumer Discretionary,4721067000
FBIZ,First Business Finan,NASDAQ,Finance,323084000
IGT,International Game Technology,NYSE,Consumer Discretionary,4998504000
RGP,Resources Connection Inc,NASDAQ,Business Services,651394000
CERE,Cerevel Therapeutics Hldg Inc,NASDAQ,Medical,4527114000
MWA,Mueller Water Products,NYSE,Basic Materials,1817701000
ATNI,Atn International,NASDAQ,Utilities,763086000
WSBF,Waterstone Financial,NASDAQ,Finance,371683000
CBU,Community Bank System,NYSE,Finance,3500233000
TPR,Tapestry Inc,NYSE,Retail-Wholesale,9101096000
HTHT,H World Group Ltd,NASDAQ,Consumer Discretionary,12319231000
BB,Blackberry Ltd,NYSE,Computers and Technology,2821347000
TGT,Target Corp,NYSE,Retail-Wholesale,76896144000
DKNG,Draftkings Inc,NASDAQ,Consumer Discretionary,12897325000
ZI,Zoominfo Technologies Inc Cl A,NASDAQ,Computers and Technology,11544591000
VIVO,Meridian Bioscience,NASDAQ,Medical,1402496000
